timestamp,file_id,filename,size_bytes,metric,value_sec
1763825781.9336786,38,bench_100kB_35.bin,102400,download,2.0695738792419434
1763825784.1048472,39,bench_100kB_36.bin,102400,replication,0.016954660415649414
1763825786.196731,39,bench_100kB_36.bin,102400,download,2.087892532348633
1763825788.3419018,40,bench_100kB_37.bin,102400,replication,0.007975101470947266
1763825790.435475,40,bench_100kB_37.bin,102400,download,2.0895864963531494
1763825792.611597,41,bench_100kB_38.bin,102400,replication,0.018948078155517578
1763825794.7445862,41,bench_100kB_38.bin,102400,download,2.128002405166626
1763825796.8873646,42,bench_100kB_39.bin,102400,replication,0.009971857070922852
1763825798.9683387,42,bench_100kB_39.bin,102400,download,2.0759873390197754
1763825801.141526,43,bench_100kB_40.bin,102400,replication,0.03116893768310547
1763825803.191076,43,bench_100kB_40.bin,102400,download,2.0445640087127686
1763825805.398025,44,bench_100kB_41.bin,102400,replication,0.0109710693359375
1763825807.4562309,44,bench_100kB_41.bin,102400,download,2.053600549697876
1763825809.6283603,45,bench_100kB_42.bin,102400,replication,0.010968208312988281
1763825811.7155151,45,bench_100kB_42.bin,102400,download,2.083174705505371
1763825813.8777065,46,bench_100kB_43.bin,102400,replication,0.009972572326660156
1763825815.9404814,46,bench_100kB_43.bin,102400,download,2.0567915439605713
1763825818.0993822,47,bench_100kB_44.bin,102400,replication,0.004986286163330078
1763825820.174331,47,bench_100kB_44.bin,102400,download,2.0719568729400635
1763825822.3272872,48,bench_100kB_45.bin,102400,replication,0.007976055145263672
1763825824.410568,48,bench_100kB_45.bin,102400,download,2.0782957077026367
1763825826.6397855,49,bench_100kB_46.bin,102400,replication,0.10172915458679199
1763825828.7112358,49,bench_100kB_46.bin,102400,download,2.0674614906311035
1763825830.8538203,50,bench_100kB_47.bin,102400,replication,0.009972095489501953
1763825832.9166436,50,bench_100kB_47.bin,102400,download,2.05883526802063
1763825835.091893,51,bench_100kB_48.bin,102400,replication,0.026598691940307617
1763825837.156983,51,bench_100kB_48.bin,102400,download,2.063093662261963
1763825839.3231046,52,bench_100kB_49.bin,102400,replication,0.020943641662597656
1763825841.4238033,52,bench_100kB_49.bin,102400,download,2.0957112312316895
1763825843.595679,53,bench_100kB_50.bin,102400,replication,0.028920650482177734
1763825845.6628969,53,bench_100kB_50.bin,102400,download,2.0622341632843018
1763825847.8194113,54,bench_100kB_51.bin,102400,replication,0.018985271453857422
1763825849.874801,54,bench_100kB_51.bin,102400,download,2.051401138305664
1763825852.1222136,55,bench_100kB_52.bin,102400,replication,0.0698096752166748
1763825854.1723235,55,bench_100kB_52.bin,102400,download,2.049112319946289
1763825856.3381114,56,bench_100kB_53.bin,102400,replication,0.027929067611694336
1763825858.413514,56,bench_100kB_53.bin,102400,download,2.0714128017425537
1763825860.5855498,57,bench_100kB_54.bin,102400,replication,0.034967899322509766
1763825862.6434612,57,bench_100kB_54.bin,102400,download,2.0529263019561768
1763825864.7795255,58,bench_100kB_55.bin,102400,replication,0.009972572326660156
1763825866.8242981,58,bench_100kB_55.bin,102400,download,2.0431017875671387
1763825869.0190547,59,bench_100kB_56.bin,102400,replication,0.05404806137084961
1763825871.072456,59,bench_100kB_56.bin,102400,download,2.051408529281616
1763825873.2403438,60,bench_100kB_57.bin,102400,replication,0.0029921531677246094
1763825875.3185303,60,bench_100kB_57.bin,102400,download,2.0741968154907227
1763825877.472918,61,bench_100kB_58.bin,102400,replication,0.022446632385253906
1763825879.5305073,61,bench_100kB_58.bin,102400,download,2.056591272354126
1763825881.6651604,62,bench_100kB_59.bin,102400,replication,0.0039920806884765625
1763825883.7778218,62,bench_100kB_59.bin,102400,download,2.1076717376708984
1763825885.9407704,63,bench_100kB_60.bin,102400,replication,0.019944429397583008
1763825888.0063858,63,bench_100kB_60.bin,102400,download,2.0626227855682373
1763825890.173757,64,bench_100kB_61.bin,102400,replication,0.005986213684082031
1763825892.224671,64,bench_100kB_61.bin,102400,download,2.0479230880737305
1763825894.362042,65,bench_100kB_62.bin,102400,replication,0.002995729446411133
1763825896.4200263,65,bench_100kB_62.bin,102400,download,2.0569868087768555
1763825898.567418,66,bench_100kB_63.bin,102400,replication,0.00797724723815918
1763825900.6305869,66,bench_100kB_63.bin,102400,download,2.0581812858581543
1763825902.9205816,67,bench_100kB_64.bin,102400,replication,0.14606380462646484
1763825904.983259,67,bench_100kB_64.bin,102400,download,2.0606844425201416
1763825907.1232855,68,bench_100kB_65.bin,102400,replication,0.014960765838623047
1763825909.1847558,68,bench_100kB_65.bin,102400,download,2.0604732036590576
1763825911.4269283,69,bench_100kB_66.bin,102400,replication,0.10771346092224121
1763825913.5295432,69,bench_100kB_66.bin,102400,download,2.097627878189087
1763825915.7488284,70,bench_100kB_67.bin,102400,replication,0.003990888595581055
1763825917.8359263,70,bench_100kB_67.bin,102400,download,2.0831081867218018
1763825919.9775367,71,bench_100kB_68.bin,102400,replication,0.024932384490966797
1763825922.0385094,71,bench_100kB_68.bin,102400,download,2.0589778423309326
1763825924.2700627,72,bench_100kB_69.bin,102400,replication,0.0039904117584228516
1763825926.3449728,72,bench_100kB_69.bin,102400,download,2.0739123821258545
1763825928.6117642,73,bench_100kB_70.bin,102400,replication,0.12112140655517578
1763825930.6622176,73,bench_100kB_70.bin,102400,download,2.0454652309417725
1763825932.8977175,74,bench_100kB_71.bin,102400,replication,0.007978200912475586
1763825934.9565043,74,bench_100kB_71.bin,102400,download,2.0567924976348877
1763825937.1719148,75,bench_100kB_72.bin,102400,replication,0.004987239837646484
1763825939.2067196,75,bench_100kB_72.bin,102400,download,2.0338072776794434
1763825941.380323,76,bench_100kB_73.bin,102400,replication,0.04089093208312988
1763825943.4260032,76,bench_100kB_73.bin,102400,download,2.044682502746582
1763825945.743988,77,bench_100kB_74.bin,102400,replication,0.07579803466796875
1763825947.785223,77,bench_100kB_74.bin,102400,download,2.04023814201355
1763825949.941939,78,bench_100kB_75.bin,102400,replication,0.030917882919311523
1763825951.991803,78,bench_100kB_75.bin,102400,download,2.048866033554077
1763825954.2056377,79,bench_100kB_76.bin,102400,replication,0.021270751953125
1763825956.2823,79,bench_100kB_76.bin,102400,download,2.071676254272461
1763825958.4418836,80,bench_100kB_77.bin,102400,replication,0.002992868423461914
1763825960.4895368,80,bench_100kB_77.bin,102400,download,2.0466549396514893
1763825962.6453614,81,bench_100kB_78.bin,102400,replication,0.02493429183959961
1763825964.7226622,81,bench_100kB_78.bin,102400,download,2.074239492416382
1763825966.8733602,82,bench_100kB_79.bin,102400,replication,0.00399017333984375
1763825968.9469175,82,bench_100kB_79.bin,102400,download,2.068571090698242
1763825971.1608646,83,bench_100kB_80.bin,102400,replication,0.008975744247436523
1763825973.2214816,83,bench_100kB_80.bin,102400,download,2.056631565093994
1763825975.3616722,84,bench_100kB_81.bin,102400,replication,0.0029935836791992188
1763825977.4620764,84,bench_100kB_81.bin,102400,download,2.095417022705078
1763825979.6253965,85,bench_100kB_82.bin,102400,replication,0.028923749923706055
1763825981.6977987,85,bench_100kB_82.bin,102400,download,2.0674071311950684
1763825983.844288,86,bench_100kB_83.bin,102400,replication,0.005984783172607422
1763825985.929286,86,bench_100kB_83.bin,102400,download,2.0840001106262207
1763825988.1749697,87,bench_100kB_84.bin,102400,replication,0.10157489776611328
1763825990.2446218,87,bench_100kB_84.bin,102400,download,2.0676584243774414
1763825992.4891834,88,bench_100kB_85.bin,102400,replication,0.00997304916381836
1763825994.5601604,88,bench_100kB_85.bin,102400,download,2.0699751377105713
1763825996.8056548,89,bench_100kB_86.bin,102400,replication,0.010970592498779297
1763825998.8834515,89,bench_100kB_86.bin,102400,download,2.076798677444458
1763826001.102135,90,bench_100kB_87.bin,102400,replication,0.009972572326660156
1763826003.1789012,90,bench_100kB_87.bin,102400,download,2.072782278060913
1763826005.4545462,91,bench_100kB_88.bin,102400,replication,0.003988742828369141
1763826007.5145838,91,bench_100kB_88.bin,102400,download,2.0580382347106934
1763826009.679171,92,bench_100kB_89.bin,102400,replication,0.012959957122802734
1763826011.7433805,92,bench_100kB_89.bin,102400,download,2.0592219829559326
1763826014.0139427,93,bench_100kB_90.bin,102400,replication,0.11197853088378906
1763826016.1204731,93,bench_100kB_90.bin,102400,download,2.099551200866699
1763826018.3128436,94,bench_100kB_91.bin,102400,replication,0.003991365432739258
1763826020.3865495,94,bench_100kB_91.bin,102400,download,2.0687143802642822
1763826022.5392823,95,bench_100kB_92.bin,102400,replication,0.019113779067993164
1763826024.583977,95,bench_100kB_92.bin,102400,download,2.0397095680236816
1763826026.8114805,96,bench_100kB_93.bin,102400,replication,0.00399017333984375
1763826028.8811553,96,bench_100kB_93.bin,102400,download,2.0646796226501465
1763826031.0420058,97,bench_100kB_94.bin,102400,replication,0.018691301345825195
1763826033.0854254,97,bench_100kB_94.bin,102400,download,2.040428876876831
1763826035.2379112,98,bench_100kB_95.bin,102400,replication,0.0232393741607666
1763826037.2940986,98,bench_100kB_95.bin,102400,download,2.054192066192627
1763826039.453158,99,bench_100kB_96.bin,102400,replication,0.008973121643066406
1763826041.513553,99,bench_100kB_96.bin,102400,download,2.0574049949645996
1763826043.6612222,100,bench_100kB_97.bin,102400,replication,0.009973764419555664
1763826045.726575,100,bench_100kB_97.bin,102400,download,2.061363935470581
1763826047.879409,101,bench_100kB_98.bin,102400,replication,0.012964487075805664
1763826049.9235983,101,bench_100kB_98.bin,102400,download,2.0431933403015137
1763826052.289991,102,bench_100kB_99.bin,102400,replication,0.22989749908447266
1763826054.339122,102,bench_100kB_99.bin,102400,download,2.0471389293670654
1763826056.5754323,103,bench_1MB_0.bin,1048576,replication,0.06283164024353027
1763826058.6140044,103,bench_1MB_0.bin,1048576,download,2.0375750064849854
1763826061.1328166,104,bench_1MB_1.bin,1048576,replication,0.06680846214294434
1763826063.193756,104,bench_1MB_1.bin,1048576,download,2.0589442253112793
1763826065.533761,105,bench_1MB_2.bin,1048576,replication,0.14461255073547363
1763826067.5865753,105,bench_1MB_2.bin,1048576,download,2.050818920135498
1763826069.753101,106,bench_1MB_3.bin,1048576,replication,0.029445409774780273
1763826071.8132813,106,bench_1MB_3.bin,1048576,download,2.058185338973999
1763826073.987549,107,bench_1MB_4.bin,1048576,replication,0.007979631423950195
1763826076.0555482,107,bench_1MB_4.bin,1048576,download,2.066002130508423
1763826078.220189,108,bench_1MB_5.bin,1048576,replication,0.006981849670410156
1763826080.2864127,108,bench_1MB_5.bin,1048576,download,2.060237407684326
1763826082.4584627,109,bench_1MB_6.bin,1048576,replication,0.00797891616821289
1763826084.533569,109,bench_1MB_6.bin,1048576,download,2.0721120834350586
1763826086.72311,110,bench_1MB_7.bin,1048576,replication,0.04188966751098633
1763826088.8005128,110,bench_1MB_7.bin,1048576,download,2.0754072666168213
1763826090.953082,111,bench_1MB_8.bin,1048576,replication,0.015959501266479492
1763826093.0075867,111,bench_1MB_8.bin,1048576,download,2.051513433456421
1763826095.1593316,112,bench_1MB_9.bin,1048576,replication,0.0079803466796875
1763826097.214325,112,bench_1MB_9.bin,1048576,download,2.0530083179473877
1763826099.3569183,113,bench_1MB_10.bin,1048576,replication,0.006981611251831055
1763826101.4140933,113,bench_1MB_10.bin,1048576,download,2.055180072784424
1763826103.558645,114,bench_1MB_11.bin,1048576,replication,0.005984306335449219
1763826105.6231477,114,bench_1MB_11.bin,1048576,download,2.062507152557373
1763826107.7716281,115,bench_1MB_12.bin,1048576,replication,0.0069828033447265625
1763826109.8538532,115,bench_1MB_12.bin,1048576,download,2.0812275409698486
1763826111.9841983,116,bench_1MB_13.bin,1048576,replication,0.006980419158935547
1763826114.0428648,116,bench_1MB_13.bin,1048576,download,2.057668685913086
1763826116.1932125,117,bench_1MB_14.bin,1048576,replication,0.0059850215911865234
1763826118.2468333,117,bench_1MB_14.bin,1048576,download,2.0526230335235596
1763826120.4144857,118,bench_1MB_15.bin,1048576,replication,0.006981849670410156
1763826122.4923925,118,bench_1MB_15.bin,1048576,download,2.0729196071624756
1763826124.6917977,119,bench_1MB_16.bin,1048576,replication,0.010970115661621094
1763826126.759069,119,bench_1MB_16.bin,1048576,download,2.065275192260742
1763826128.9876103,120,bench_1MB_17.bin,1048576,replication,0.011968135833740234
1763826131.065307,120,bench_1MB_17.bin,1048576,download,2.0717079639434814
1763826133.2237148,121,bench_1MB_18.bin,1048576,replication,0.00997471809387207
1763826135.2835066,121,bench_1MB_18.bin,1048576,download,2.053725481033325
1763826137.454401,122,bench_1MB_19.bin,1048576,replication,0.0219419002532959
1763826139.5305676,122,bench_1MB_19.bin,1048576,download,2.0721702575683594
1763826141.7161117,123,bench_1MB_20.bin,1048576,replication,0.008975028991699219
1763826143.7819128,123,bench_1MB_20.bin,1048576,download,2.063807487487793
1763826145.9439542,124,bench_1MB_21.bin,1048576,replication,0.010976314544677734
1763826148.0199795,124,bench_1MB_21.bin,1048576,download,2.0680487155914307
1763826150.1611683,125,bench_1MB_22.bin,1048576,replication,0.0069828033447265625
1763826152.2422364,125,bench_1MB_22.bin,1048576,download,2.073092222213745
1763826154.4570038,126,bench_1MB_23.bin,1048576,replication,0.030917644500732422
1763826156.5134058,126,bench_1MB_23.bin,1048576,download,2.0534098148345947
1763826158.6751337,127,bench_1MB_24.bin,1048576,replication,0.011965513229370117
1763826160.73537,127,bench_1MB_24.bin,1048576,download,2.0552477836608887
1763826162.9364593,128,bench_1MB_25.bin,1048576,replication,0.015956640243530273
1763826164.9895606,128,bench_1MB_25.bin,1048576,download,2.0501086711883545
1763826167.1733105,129,bench_1MB_26.bin,1048576,replication,0.010971784591674805
1763826169.2487519,129,bench_1MB_26.bin,1048576,download,2.055490732192993
1763826171.4117804,130,bench_1MB_27.bin,1048576,replication,0.01196432113647461
1763826173.4933534,130,bench_1MB_27.bin,1048576,download,2.079578161239624
1763826175.6384895,131,bench_1MB_28.bin,1048576,replication,0.008977413177490234
1763826177.7018483,131,bench_1MB_28.bin,1048576,download,2.059370517730713
1763826179.870213,132,bench_1MB_29.bin,1048576,replication,0.005988121032714844
1763826181.946497,132,bench_1MB_29.bin,1048576,download,2.073291540145874
1763826184.215905,133,bench_1MB_30.bin,1048576,replication,0.11975407600402832
1763826186.2882307,133,bench_1MB_30.bin,1048576,download,2.0703299045562744
1763826188.4530656,134,bench_1MB_31.bin,1048576,replication,0.010970115661621094
1763826190.5385225,134,bench_1MB_31.bin,1048576,download,2.0794243812561035
1763826192.7159796,135,bench_1MB_32.bin,1048576,replication,0.022930383682250977
1763826194.7705402,135,bench_1MB_32.bin,1048576,download,2.052567958831787
1763826196.9591959,136,bench_1MB_33.bin,1048576,replication,0.03590679168701172
1763826199.0420804,136,bench_1MB_33.bin,1048576,download,2.078895330429077
1763826201.220295,137,bench_1MB_34.bin,1048576,replication,0.008976459503173828
1763826203.2865782,137,bench_1MB_34.bin,1048576,download,2.064293622970581
1763826205.6781929,138,bench_1MB_35.bin,1048576,replication,0.24734067916870117
1763826207.7702723,138,bench_1MB_35.bin,1048576,download,2.0900843143463135
1763826209.948287,139,bench_1MB_36.bin,1048576,replication,0.009972333908081055
1763826212.038355,139,bench_1MB_36.bin,1048576,download,2.0850794315338135
1763826214.2589633,140,bench_1MB_37.bin,1048576,replication,0.027356863021850586
1763826216.3533907,140,bench_1MB_37.bin,1048576,download,2.088438034057617
1763826218.5590174,141,bench_1MB_38.bin,1048576,replication,0.0418848991394043
1763826220.6440449,141,bench_1MB_38.bin,1048576,download,2.08004093170166
1763826222.8500226,142,bench_1MB_39.bin,1048576,replication,0.007979154586791992
1763826224.9139903,142,bench_1MB_39.bin,1048576,download,2.0596818923950195
1763826227.2767432,143,bench_1MB_40.bin,1048576,replication,0.1296541690826416
1763826229.359424,143,bench_1MB_40.bin,1048576,download,2.078691244125366
1763826231.5610566,144,bench_1MB_41.bin,1048576,replication,0.008975744247436523
1763826233.6234524,144,bench_1MB_41.bin,1048576,download,2.0594029426574707
1763826235.7625299,145,bench_1MB_42.bin,1048576,replication,0.007978677749633789
1763826237.8465285,145,bench_1MB_42.bin,1048576,download,2.078012704849243
1763826240.0161884,146,bench_1MB_43.bin,1048576,replication,0.009975671768188477
1763826242.0767758,146,bench_1MB_43.bin,1048576,download,2.0573177337646484
1763826244.219148,147,bench_1MB_44.bin,1048576,replication,0.010972261428833008
1763826246.3044002,147,bench_1MB_44.bin,1048576,download,2.0832579135894775
1763826248.4722655,148,bench_1MB_45.bin,1048576,replication,0.018947362899780273
1763826250.563064,148,bench_1MB_45.bin,1048576,download,2.0848166942596436
1763826252.9247181,149,bench_1MB_46.bin,1048576,replication,0.010969400405883789
1763826254.9900103,149,bench_1MB_46.bin,1048576,download,2.059305429458618
1763826257.2360554,150,bench_1MB_47.bin,1048576,replication,0.007978439331054688
1763826259.3063776,150,bench_1MB_47.bin,1048576,download,2.0683281421661377
1763826261.5659807,151,bench_1MB_48.bin,1048576,replication,0.009973287582397461
1763826263.649692,151,bench_1MB_48.bin,1048576,download,2.0772080421447754
1763826265.878133,152,bench_1MB_49.bin,1048576,replication,0.0069828033447265625
1763826267.9563217,152,bench_1MB_49.bin,1048576,download,2.0761938095092773
1763826270.1222892,153,bench_1MB_50.bin,1048576,replication,0.01994633674621582
1763826272.4054523,153,bench_1MB_50.bin,1048576,download,2.2771782875061035
1763826274.7211654,154,bench_1MB_51.bin,1048576,replication,0.011170387268066406
1763826276.8214798,154,bench_1MB_51.bin,1048576,download,2.0943310260772705
1763826279.0755596,155,bench_1MB_52.bin,1048576,replication,0.009972095489501953
1763826281.175974,155,bench_1MB_52.bin,1048576,download,2.094426155090332
1763826283.3871453,156,bench_1MB_53.bin,1048576,replication,0.010968446731567383
1763826285.4855204,156,bench_1MB_53.bin,1048576,download,2.0923895835876465
1763826287.7500896,157,bench_1MB_54.bin,1048576,replication,0.0109710693359375
1763826289.8264506,157,bench_1MB_54.bin,1048576,download,2.071373224258423
1763826291.9810927,158,bench_1MB_55.bin,1048576,replication,0.007979631423950195
1763826294.0524485,158,bench_1MB_55.bin,1048576,download,2.0693604946136475
1763826296.2320964,159,bench_1MB_56.bin,1048576,replication,0.008977174758911133
1763826298.3204684,159,bench_1MB_56.bin,1048576,download,2.081388235092163
1763826300.478999,160,bench_1MB_57.bin,1048576,replication,0.009972572326660156
1763826302.557271,160,bench_1MB_57.bin,1048576,download,2.0752816200256348
1763826304.733592,161,bench_1MB_58.bin,1048576,replication,0.011966705322265625
1763826306.8196485,161,bench_1MB_58.bin,1048576,download,2.081069231033325
1763826309.042557,162,bench_1MB_59.bin,1048576,replication,0.009974241256713867
1763826311.1179256,162,bench_1MB_59.bin,1048576,download,2.069385290145874
1763826313.2924824,163,bench_1MB_60.bin,1048576,replication,0.009974002838134766
1763826315.38538,163,bench_1MB_60.bin,1048576,download,2.086911201477051
1763826317.547446,164,bench_1MB_61.bin,1048576,replication,0.014959573745727539
1763826319.6128812,164,bench_1MB_61.bin,1048576,download,2.063438892364502
1763826321.7551055,165,bench_1MB_62.bin,1048576,replication,0.005985736846923828
1763826323.8053792,165,bench_1MB_62.bin,1048576,download,2.048278331756592
1763826325.966049,166,bench_1MB_63.bin,1048576,replication,0.01695537567138672
1763826328.0094442,166,bench_1MB_63.bin,1048576,download,2.041400194168091
1763826330.1548288,167,bench_1MB_64.bin,1048576,replication,0.006982326507568359
1763826332.206198,167,bench_1MB_64.bin,1048576,download,2.0493741035461426
1763826334.354454,168,bench_1MB_65.bin,1048576,replication,0.029920101165771484
1763826336.4134662,168,bench_1MB_65.bin,1048576,download,2.0580148696899414
1763826338.5929532,169,bench_1MB_66.bin,1048576,replication,0.006981611251831055
1763826340.6225255,169,bench_1MB_66.bin,1048576,download,2.0275766849517822
1763826342.8132503,170,bench_1MB_67.bin,1048576,replication,0.009972333908081055
1763826344.9032335,170,bench_1MB_67.bin,1048576,download,2.0840003490448
1763826347.0601683,171,bench_1MB_68.bin,1048576,replication,0.008976459503173828
1763826349.148819,171,bench_1MB_68.bin,1048576,download,2.086655855178833
1763826351.3773952,172,bench_1MB_69.bin,1048576,replication,0.028924226760864258
1763826353.4664261,172,bench_1MB_69.bin,1048576,download,2.082050085067749
1763826355.618275,173,bench_1MB_70.bin,1048576,replication,0.007981300354003906
1763826357.698253,173,bench_1MB_70.bin,1048576,download,2.0779831409454346
1763826359.9563546,174,bench_1MB_71.bin,1048576,replication,0.01196742057800293
1763826362.0424192,174,bench_1MB_71.bin,1048576,download,2.0800814628601074
1763826364.3060157,175,bench_1MB_72.bin,1048576,replication,0.007978677749633789
1763826366.3774855,175,bench_1MB_72.bin,1048576,download,2.0634891986846924
1763826368.5840378,176,bench_1MB_73.bin,1048576,replication,0.040956735610961914
1763826370.6493528,176,bench_1MB_73.bin,1048576,download,2.0593276023864746
1763826372.8857803,177,bench_1MB_74.bin,1048576,replication,0.0059871673583984375
1763826374.9529402,177,bench_1MB_74.bin,1048576,download,2.0651683807373047
1763826377.2011461,178,bench_1MB_75.bin,1048576,replication,0.008975505828857422
1763826379.2933748,178,bench_1MB_75.bin,1048576,download,2.0862436294555664
1763826381.5234003,179,bench_1MB_76.bin,1048576,replication,0.008976221084594727
1763826383.586379,179,bench_1MB_76.bin,1048576,download,2.060983419418335
1763826385.8690524,180,bench_1MB_77.bin,1048576,replication,0.013965368270874023
1763826387.9371982,180,bench_1MB_77.bin,1048576,download,2.066150188446045
1763826390.186187,181,bench_1MB_78.bin,1048576,replication,0.1052248477935791
