file_label,file_size_bytes,strategy,c,l,ingest_time_s,download_time_s
100KB,100000,random,4,2,0.64759209996555,0.7102458999725059
100KB,100000,random,4,2,0.7166605999227613,1.1871002999832854
100KB,100000,random,4,2,1.1190294999396428,0.8490471000550315
100KB,100000,random,4,2,1.0134910000488162,0.9849346000701189
100KB,100000,random,4,2,0.9761072000255808,0.9690366999711841
100KB,100000,random,4,2,0.7211068000178784,0.738719500019215
100KB,100000,random,4,2,0.8694093000376597,0.7967304000630975
100KB,100000,random,4,2,0.8388259999919683,0.7438104000175372
100KB,100000,random,4,2,0.8592947999713942,0.8275230000726879
100KB,100000,random,4,2,0.8718836000189185,0.8233516999753192
100KB,100000,min_copysets,4,2,0.8779477000935003,0.7892938998993486
100KB,100000,min_copysets,4,2,0.7921643999870867,0.881280199973844
100KB,100000,min_copysets,4,2,0.7601550000254065,0.806460399995558
100KB,100000,min_copysets,4,2,0.8271911999909207,0.8014955000253394
100KB,100000,min_copysets,4,2,0.8051886999746785,0.8418381999945268
100KB,100000,min_copysets,4,2,0.8050225999904796,0.7926549999974668
100KB,100000,min_copysets,4,2,0.8397968999342993,0.7690698000369594
100KB,100000,min_copysets,4,2,0.831564599997364,0.8131606000242755
100KB,100000,min_copysets,4,2,0.8485479999799281,0.8164729999843985
100KB,100000,min_copysets,4,2,0.8898138999938965,0.8242904999060556
100KB,100000,buddy,4,2,0.8742416999302804,0.8479222999885678
100KB,100000,buddy,4,2,0.8025540000526235,0.7944531999528408
100KB,100000,buddy,4,2,0.8269351000199094,0.8938191999914125
100KB,100000,buddy,4,2,0.8329067999729887,0.8461795999901369
100KB,100000,buddy,4,2,0.8848071999382228,0.8192633999278769
100KB,100000,buddy,4,2,0.8618705999106169,0.8316501999506727
100KB,100000,buddy,4,2,0.8730948000447825,0.8284094999544322
100KB,100000,buddy,4,2,0.833231599885039,0.83643949998077
100KB,100000,buddy,4,2,0.8652953000273556,0.8315106999361888
100KB,100000,buddy,4,2,0.8417812999105081,0.8746835000347346
1MB,1000000,random,4,2,1.4094486000249162,0.8029549000784755
1MB,1000000,random,4,2,1.3037664000876248,0.867913999943994
1MB,1000000,random,4,2,1.3275009000208229,0.8075961000286043
1MB,1000000,random,4,2,1.3860581000335515,0.8143412000499666
1MB,1000000,random,4,2,1.4303072999464348,0.7984148000832647
1MB,1000000,random,4,2,1.3012144999811426,0.789953300030902
1MB,1000000,random,4,2,1.349198400042951,0.8221041999058798
1MB,1000000,random,4,2,1.3569446000037715,0.7450889999745414
1MB,1000000,random,4,2,1.3563048000214621,0.7574281000997871
1MB,1000000,random,4,2,1.4597781000193208,0.8244520999724045
1MB,1000000,min_copysets,4,2,1.3599512999644503,0.8401317000389099
1MB,1000000,min_copysets,4,2,1.2803181000053883,0.8004834000021219
1MB,1000000,min_copysets,4,2,1.3839965000515804,0.7849890999495983
1MB,1000000,min_copysets,4,2,1.4478674000129104,0.7770742999855429
1MB,1000000,min_copysets,4,2,1.2724596000043675,0.7823083000257611
1MB,1000000,min_copysets,4,2,1.3617837999481708,0.8276002999627963
1MB,1000000,min_copysets,4,2,1.3465699999360368,0.8253274000016972
1MB,1000000,min_copysets,4,2,1.4618066000984982,0.8515107999555767
1MB,1000000,min_copysets,4,2,1.3933607999933884,0.7963070999830961
1MB,1000000,min_copysets,4,2,1.3753431000513956,0.7899832999100909
1MB,1000000,buddy,4,2,1.3884559000143781,0.8201069000642747
1MB,1000000,buddy,4,2,1.3695072999689728,0.8142846999689937
1MB,1000000,buddy,4,2,1.3714797999709845,0.8562975999666378
1MB,1000000,buddy,4,2,1.2667314999271184,0.8292241999879479
1MB,1000000,buddy,4,2,1.3282524000387639,0.7818307999987155
1MB,1000000,buddy,4,2,1.3938427000539377,0.8705793999833986
1MB,1000000,buddy,4,2,1.2993208999978378,0.8765603000065312
1MB,1000000,buddy,4,2,1.3790338999824598,0.8175803000340238
1MB,1000000,buddy,4,2,1.3109841999830678,0.7576044000452384
1MB,1000000,buddy,4,2,1.4471724999602884,0.7915714000118896
10MB,10000000,random,4,2,6.1180938999168575,0.9052713999990374
10MB,10000000,random,4,2,6.3395882999757305,0.9035016000270844
10MB,10000000,random,4,2,7.0262799999909475,0.8817433000076562
10MB,10000000,random,4,2,6.231977100018412,0.8990036000031978
10MB,10000000,random,4,2,5.636330000008456,0.8638999999966472
10MB,10000000,random,4,2,6.228133099968545,1.0592044999357313
10MB,10000000,random,4,2,6.525428300024942,0.8263051999965683
10MB,10000000,random,4,2,6.405536500038579,0.8352171999868006
10MB,10000000,random,4,2,6.263093900051899,0.8998616000171751
10MB,10000000,random,4,2,6.0909953999798745,0.8474852000363171
10MB,10000000,min_copysets,4,2,6.3845045999623835,0.8926023000385612
10MB,10000000,min_copysets,4,2,6.306760999956168,0.8826952000381425
10MB,10000000,min_copysets,4,2,6.222429600078613,0.9274892000248656
10MB,10000000,min_copysets,4,2,6.384617800009437,0.8717523999512196
10MB,10000000,min_copysets,4,2,6.458355400012806,0.8568701999029145
10MB,10000000,min_copysets,4,2,6.255223999964073,0.8828375999582931
10MB,10000000,min_copysets,4,2,6.270383899915032,0.8211108000250533
10MB,10000000,min_copysets,4,2,6.168205399997532,0.8343699000542983
10MB,10000000,min_copysets,4,2,6.357477399986237,0.9132018000818789
10MB,10000000,min_copysets,4,2,7.153121200040914,1.0088569999206811
10MB,10000000,buddy,4,2,7.172891299938783,1.0370929000200704
10MB,10000000,buddy,4,2,7.029210800072178,0.9644487999612466
10MB,10000000,buddy,4,2,6.874190800008364,1.024699299945496
10MB,10000000,buddy,4,2,7.27598370006308,1.1116986999986693
10MB,10000000,buddy,4,2,6.140717800008133,1.0580760000739247
10MB,10000000,buddy,4,2,7.109741399995983,1.0530687000136822
10MB,10000000,buddy,4,2,7.024300300050527,1.0002754000015557
10MB,10000000,buddy,4,2,6.866144200088456,0.9331533000804484
10MB,10000000,buddy,4,2,6.867257099947892,0.9729536999948323
10MB,10000000,buddy,4,2,7.048899399931543,0.896026200032793
100MB,100000000,random,4,2,61.129124099970795,1.7428675999399275
100MB,100000000,random,4,2,60.78640510002151,1.8590656999731436
100MB,100000000,random,4,2,61.1400557999732,1.8312503999331966
100MB,100000000,random,4,2,62.43390189995989,1.7184988000662997
100MB,100000000,random,4,2,60.51430610008538,1.8864543000236154
100MB,100000000,random,4,2,53.951512000057846,1.7864265999523923
100MB,100000000,random,4,2,60.94337650004309,1.777888200012967
100MB,100000000,random,4,2,53.12888189998921,1.7681106999516487
100MB,100000000,random,4,2,61.9431462000357,1.7144464999437332
100MB,100000000,random,4,2,56.39788760000374,1.7558298000367358
100MB,100000000,min_copysets,4,2,54.80464960006066,1.6850322999525815
100MB,100000000,min_copysets,4,2,47.955087100039236,1.6579791998956352
100MB,100000000,min_copysets,4,2,57.97999030002393,1.8125711000757292
100MB,100000000,min_copysets,4,2,55.031830099993385,1.6863239000085741
100MB,100000000,min_copysets,4,2,60.886232200078666,1.8187868999084458
100MB,100000000,min_copysets,4,2,61.82312840002123,1.643582999939099
100MB,100000000,min_copysets,4,2,57.41740350006148,1.601281400071457
100MB,100000000,min_copysets,4,2,56.77230240008794,1.7599047999829054
100MB,100000000,min_copysets,4,2,48.82142389996443,1.68184299999848
100MB,100000000,min_copysets,4,2,55.87535610003397,1.7333700000308454
100MB,100000000,buddy,4,2,56.92815699998755,1.7347585000097752
100MB,100000000,buddy,4,2,54.89185269991867,1.6438399000326172
100MB,100000000,buddy,4,2,61.18516340001952,1.8001369000412524
100MB,100000000,buddy,4,2,53.63009549991693,1.7108844999456778
100MB,100000000,buddy,4,2,53.47308929997962,1.7580809000646695
100MB,100000000,buddy,4,2,62.84853730001487,1.8747962000779808
100MB,100000000,buddy,4,2,47.022950700018555,1.774494000012055
100MB,100000000,buddy,4,2,56.86170269991271,1.7330268999794498
100MB,100000000,buddy,4,2,55.746651499997824,1.6934867999516428
100MB,100000000,buddy,4,2,55.269447200000286,1.789515999960713
