file_label,file_size_bytes,strategy,ingest_time_s,download_time_s
100KB,100000,random,0.04817780000000127,0.3450993000000011
100KB,100000,random,0.08875749999999982,0.0499925999999995
100KB,100000,random,0.5088989999999995,0.05375980000000169
100KB,100000,random,1.2807261000000025,0.1409710000000004
100KB,100000,random,0.5248062000000004,0.06034879999999987
100KB,100000,random,0.21365279999999842,0.1109934999999993
100KB,100000,random,0.5902097999999967,0.06123889999999932
100KB,100000,random,1.3285296999999971,0.045956199999999114
100KB,100000,random,0.5914198999999982,0.07941439999999744
100KB,100000,random,0.6817733000000032,0.18212419999999696
100KB,100000,random,0.6520049000000014,0.0749873999999977
100KB,100000,random,0.2995289999999997,0.08873129999999918
100KB,100000,random,0.2508936999999989,0.30957569999999635
100KB,100000,random,0.7845166999999975,0.044505399999998474
100KB,100000,random,0.5623196000000021,0.09923269999999462
100KB,100000,random,0.8605225999999959,0.06936220000000048
100KB,100000,random,0.6999156999999983,0.1166866000000013
100KB,100000,random,0.7112653000000009,0.14771189999999734
100KB,100000,random,1.0358263000000036,0.09508080000000518
100KB,100000,random,0.6081807000000055,0.5827734000000007
100KB,100000,random,0.5028728000000058,0.08327459999999576
100KB,100000,random,0.49591029999999847,0.0494546999999983
100KB,100000,random,0.9087047999999953,0.06687459999999845
100KB,100000,random,0.7298967999999988,0.275662600000004
100KB,100000,random,1.0141226000000003,0.08818409999999943
100KB,100000,random,0.27142549999999943,0.06360579999999771
100KB,100000,random,1.3310643000000013,0.0686807000000016
100KB,100000,random,0.5254514000000015,0.3851034999999996
100KB,100000,random,1.0098090000000042,0.04550109999999563
100KB,100000,random,0.5763369999999952,0.2982944000000032
100KB,100000,random,0.3016638999999941,0.33361630000000275
100KB,100000,random,0.7950294999999983,0.042617100000001074
100KB,100000,random,0.7375905999999972,0.08033390000000651
100KB,100000,random,0.4428286000000057,0.0474080999999984
100KB,100000,random,0.8009172000000007,0.2671025
100KB,100000,random,0.7507470999999981,0.04841869999999915
100KB,100000,random,1.0065883000000042,0.11232190000000486
100KB,100000,random,0.6106262999999998,0.08330649999999906
100KB,100000,random,1.1494785999999948,0.06191069999999854
100KB,100000,random,1.061634699999999,0.15412579999999565
100KB,100000,random,0.993868599999999,0.5629597999999945
100KB,100000,random,1.2042743000000016,0.4165602000000064
100KB,100000,random,0.9648587000000077,0.1413694000000021
100KB,100000,random,0.9700136000000015,0.04855910000000563
100KB,100000,random,1.0010086000000058,0.21556629999999188
100KB,100000,random,1.0654583999999971,0.054181399999990276
100KB,100000,random,0.8765153000000083,0.06085570000000473
100KB,100000,random,0.6955094000000059,0.23149170000000652
100KB,100000,random,1.4823724999999968,0.0763380000000069
100KB,100000,random,1.131656300000003,0.07911520000000394
100KB,100000,random,0.5333978999999971,0.07373080000000698
100KB,100000,random,0.7957123000000053,0.09404529999999056
100KB,100000,random,0.903293000000005,0.1836691999999971
100KB,100000,random,0.7190681000000012,0.049109100000009676
100KB,100000,random,0.2604039,0.08543079999999748
100KB,100000,random,0.5495152000000019,0.07299140000000648
100KB,100000,random,1.0930326000000008,0.2572444000000047
100KB,100000,random,0.5078770000000077,0.06560019999999156
100KB,100000,random,0.8231136999999933,0.05706859999999381
100KB,100000,random,0.8459912999999943,0.3259717999999907
100KB,100000,random,1.024944099999999,0.041784700000008
100KB,100000,random,0.28116249999999354,0.08669779999999605
100KB,100000,random,0.5157785000000104,0.061378200000007155
100KB,100000,random,0.531013399999992,0.07117709999999988
100KB,100000,random,0.5368397000000016,0.0917352999999963
100KB,100000,random,0.7630152999999922,0.08068360000000041
100KB,100000,random,0.5512420999999961,0.04291840000000491
100KB,100000,random,0.6228102000000035,0.1606519999999989
100KB,100000,random,3.5448906999999963,0.06775779999999543
100KB,100000,random,6.862634700000001,0.2003167000000019
100KB,100000,random,1.6286890000000085,0.11436039999999537
100KB,100000,random,1.063229100000001,0.3093736000000007
100KB,100000,random,0.6677720999999934,0.11045830000000478
100KB,100000,random,1.2053319000000045,0.14856209999999237
100KB,100000,random,1.0169161999999972,0.3250376000000017
100KB,100000,random,0.7173892999999936,0.1132687000000061
100KB,100000,random,0.7074745000000036,0.1052078000000023
100KB,100000,random,1.0061972000000026,0.07200540000000899
100KB,100000,random,0.984036500000002,0.042052100000006476
100KB,100000,random,0.02983109999999556,0.045765399999993406
100KB,100000,random,0.029983599999994226,0.0451331999999951
100KB,100000,random,0.040353499999994824,0.05462700000001064
100KB,100000,random,0.03803580000000295,0.04795179999999277
100KB,100000,random,0.03013119999999958,0.04225050000000863
100KB,100000,random,0.027726499999999987,0.049672499999999786
100KB,100000,random,0.03341900000000919,0.04373320000000547
100KB,100000,random,0.04153459999999143,0.044117100000008236
100KB,100000,random,0.18540579999999807,0.06437060000000372
100KB,100000,random,0.04076790000000585,0.04141479999999831
100KB,100000,random,0.30522629999998685,0.0466272000000032
100KB,100000,random,0.02659479999999803,0.042668599999998946
100KB,100000,random,0.043108499999988226,0.042119900000002986
100KB,100000,random,0.03006960000000447,0.052892400000004614
100KB,100000,random,0.04532779999999548,0.042001499999997804
100KB,100000,random,0.03209279999998671,0.051665199999987976
100KB,100000,random,0.040063099999997576,0.05623409999999751
100KB,100000,random,0.22216290000000072,0.03935350000000426
100KB,100000,random,0.032926399999993805,0.04222719999999924
100KB,100000,random,0.0337312000000054,0.03993299999999067
100KB,100000,random,0.02815040000000124,0.05385880000000043
100KB,100000,min_copysets,0.04531199999999558,0.0461734000000007
100KB,100000,min_copysets,0.02956899999999507,0.04333920000000546
100KB,100000,min_copysets,0.038893099999995684,0.042283499999996366
100KB,100000,min_copysets,0.06722279999999614,0.04045670000000712
100KB,100000,min_copysets,0.041696400000006406,0.0440926999999931
100KB,100000,min_copysets,0.05454190000000381,0.052052200000005655
100KB,100000,min_copysets,0.03407339999999692,0.06768720000000883
100KB,100000,min_copysets,0.033351899999999546,0.04606049999999584
100KB,100000,min_copysets,0.03324430000000689,0.054841300000006754
100KB,100000,min_copysets,0.03486009999998885,0.051481199999997784
100KB,100000,min_copysets,0.03864540000000716,0.04618190000000766
100KB,100000,min_copysets,0.031601600000001895,0.055578199999999356
100KB,100000,min_copysets,0.042800499999998465,0.04513749999999561
100KB,100000,min_copysets,0.02949890000000721,0.043771800000001804
100KB,100000,min_copysets,0.03130370000000937,0.05143730000000346
100KB,100000,min_copysets,0.03917400000000271,0.04269490000000076
100KB,100000,min_copysets,0.030819300000004546,0.050212900000005334
100KB,100000,min_copysets,0.17622969999999327,0.054059899999998606
100KB,100000,min_copysets,0.038748499999996966,0.04324750000000677
100KB,100000,min_copysets,0.03421240000000125,0.04338039999998955
100KB,100000,min_copysets,0.04512959999999566,0.0521337999999929
100KB,100000,min_copysets,0.04749320000000523,0.04196400000000722
100KB,100000,min_copysets,0.03260610000000952,0.04410369999999375
100KB,100000,min_copysets,0.047620699999995963,0.05409900000000789
100KB,100000,min_copysets,0.05949270000000695,0.04529309999999498
100KB,100000,min_copysets,0.05478589999999883,0.04884640000000218
100KB,100000,min_copysets,0.03815550000000201,0.04476360000001023
100KB,100000,min_copysets,0.030110200000009968,0.06649399999999162
100KB,100000,min_copysets,0.5968370999999877,0.04231889999999794
100KB,100000,min_copysets,0.029556600000006483,0.03997599999999579
100KB,100000,min_copysets,0.057423400000004676,0.04574169999999356
100KB,100000,min_copysets,0.033719700000006014,0.054017799999996896
100KB,100000,min_copysets,0.03245040000000188,0.04296539999999993
100KB,100000,min_copysets,0.025472700000008786,0.05192049999999426
100KB,100000,min_copysets,0.03568080000000862,0.05426050000001226
100KB,100000,min_copysets,0.24302670000000148,0.04346010000000433
100KB,100000,min_copysets,0.03887129999999672,0.04304050000000359
100KB,100000,min_copysets,0.03292679999999848,0.04561010000000465
100KB,100000,min_copysets,0.03487770000000978,0.050134400000004575
100KB,100000,min_copysets,0.3728084000000109,0.042774199999996654
100KB,100000,min_copysets,0.02775060000000451,0.04112469999999746
100KB,100000,min_copysets,0.029695300000000202,0.04195070000000101
100KB,100000,min_copysets,0.1416954999999973,0.05142679999998734
100KB,100000,min_copysets,0.027810000000002333,0.04393100000000061
100KB,100000,min_copysets,0.028611900000001356,0.04320769999999641
100KB,100000,min_copysets,0.03196810000000028,0.04400769999999454
100KB,100000,min_copysets,0.04033110000000306,0.12875939999999275
100KB,100000,min_copysets,0.03227619999999831,0.04908220000000085
100KB,100000,min_copysets,0.0658504000000022,0.043746400000003405
100KB,100000,min_copysets,0.033789200000001074,0.044596800000007875
100KB,100000,min_copysets,0.03966939999999397,0.05418210000000556
100KB,100000,min_copysets,0.10250750000000153,0.047898500000002286
100KB,100000,min_copysets,0.03151700000000801,0.04478170000000148
100KB,100000,min_copysets,0.087701899999999,0.04187740000000417
100KB,100000,min_copysets,0.031402400000004604,0.04070449999998971
100KB,100000,min_copysets,0.03639569999999992,0.04600909999999203
100KB,100000,min_copysets,0.301775400000011,0.05150960000000282
100KB,100000,min_copysets,0.578085399999992,0.05196820000000457
100KB,100000,min_copysets,0.06182169999999587,0.04353890000000149
100KB,100000,min_copysets,0.052267799999995646,0.042992900000001555
100KB,100000,min_copysets,0.036267300000005775,0.052939899999998374
100KB,100000,min_copysets,0.02818939999998804,0.04669919999999195
100KB,100000,min_copysets,0.18757270000000403,0.0492136999999957
100KB,100000,min_copysets,0.3565329000000048,0.04344319999999868
100KB,100000,min_copysets,0.4186743000000206,0.07967569999999569
100KB,100000,min_copysets,0.08314759999998955,0.06251649999998676
100KB,100000,min_copysets,0.1700890000000186,0.05591249999997672
100KB,100000,min_copysets,0.4995915000000082,0.048555300000003854
100KB,100000,min_copysets,0.6539626999999939,0.13250410000000556
100KB,100000,min_copysets,0.13010689999998704,0.05072050000001127
100KB,100000,min_copysets,0.03187209999998686,0.051253199999990784
100KB,100000,min_copysets,0.027501000000000886,0.042296199999981354
100KB,100000,min_copysets,0.10280470000000719,0.05084049999999252
100KB,100000,min_copysets,0.0473965999999848,0.04992720000001327
100KB,100000,min_copysets,0.027381999999988693,0.043985100000014654
100KB,100000,min_copysets,0.025871299999977282,0.05374639999999431
100KB,100000,min_copysets,0.07821849999999131,0.04451919999999632
100KB,100000,min_copysets,0.12330679999999461,0.04828870000000052
100KB,100000,min_copysets,0.08068760000000452,0.05211130000000708
100KB,100000,min_copysets,0.1602602000000104,0.28288600000001907
100KB,100000,min_copysets,0.17020329999999717,0.0888276000000019
100KB,100000,min_copysets,0.1018320000000017,0.0729556999999943
100KB,100000,min_copysets,0.3569768000000124,0.05537029999999277
100KB,100000,min_copysets,0.40296760000001086,0.2734415000000183
100KB,100000,min_copysets,0.21034249999999588,0.07015909999998371
100KB,100000,min_copysets,0.11889360000000693,0.07104229999998779
100KB,100000,min_copysets,0.598068000000012,0.08895590000000198
100KB,100000,min_copysets,0.39520469999999364,0.04371349999999552
100KB,100000,min_copysets,0.11907959999999207,0.2833430000000021
100KB,100000,min_copysets,0.04528349999998227,0.061494600000003175
100KB,100000,min_copysets,0.49978610000002277,0.044082399999979316
100KB,100000,min_copysets,0.13198510000000852,0.0428500000000156
100KB,100000,min_copysets,0.15472549999998364,0.045023200000002817
100KB,100000,min_copysets,0.39675869999999236,0.07755840000001513
100KB,100000,min_copysets,0.47016270000000304,0.2666842999999801
100KB,100000,min_copysets,0.20537219999999934,0.2558666000000187
100KB,100000,min_copysets,0.16426920000000678,0.04553899999999089
100KB,100000,min_copysets,0.24131349999998974,0.21371260000000802
100KB,100000,min_copysets,0.6923937999999907,0.04836710000000721
100KB,100000,min_copysets,0.2600041000000033,0.04240559999999505
100KB,100000,buddy,0.3539528999999959,0.07355069999999841
100KB,100000,buddy,0.03287349999999378,0.040830400000004374
100KB,100000,buddy,0.9320361999999989,0.044207499999998845
100KB,100000,buddy,0.13900999999998476,0.08100239999998848
100KB,100000,buddy,0.23024569999998334,0.0663860000000227
100KB,100000,buddy,0.4177005999999892,0.318731200000002
100KB,100000,buddy,0.2386680000000183,0.09369389999997679
100KB,100000,buddy,0.2601287999999897,0.06552260000000842
100KB,100000,buddy,0.5917075000000125,0.061200500000012426
100KB,100000,buddy,0.4064829000000145,0.21864390000001777
100KB,100000,buddy,0.312493499999988,0.32859909999999104
100KB,100000,buddy,0.09632450000000858,0.05392570000000774
100KB,100000,buddy,0.027391300000005003,0.04841559999999845
100KB,100000,buddy,0.03587160000000722,0.04297740000001227
100KB,100000,buddy,0.030966999999975542,0.04018720000001963
100KB,100000,buddy,0.220456200000001,0.0681611999999916
100KB,100000,buddy,0.7051869999999951,0.0569268000000136
100KB,100000,buddy,0.2746277000000248,0.06025930000001267
100KB,100000,buddy,0.5956059000000096,0.05205429999998046
100KB,100000,buddy,0.938205900000014,0.06113540000001194
100KB,100000,buddy,0.06406990000002111,0.042031799999989516
100KB,100000,buddy,0.1104914000000008,0.04045619999999417
100KB,100000,buddy,0.4020117999999968,0.04791610000000901
100KB,100000,buddy,0.03234050000000366,0.04113090000001307
100KB,100000,buddy,0.0504060000000095,0.041478800000021465
100KB,100000,buddy,0.025295900000003257,0.04304079999999999
100KB,100000,buddy,0.028587899999990896,0.04089250000001243
100KB,100000,buddy,0.02600879999999961,0.04376680000001443
100KB,100000,buddy,0.2693888999999956,0.041122000000001435
100KB,100000,buddy,0.4033202999999901,0.07451580000000035
100KB,100000,buddy,0.397560900000002,0.12480160000001206
100KB,100000,buddy,0.9371449999999868,1.2451420000000155
100KB,100000,buddy,0.029961200000002464,0.15913380000000643
100KB,100000,buddy,0.1633163000000195,0.6353340999999944
100KB,100000,buddy,0.432302199999981,0.3007563000000175
100KB,100000,buddy,0.15069769999999494,0.5541714000000013
100KB,100000,buddy,0.5566761999999983,1.182220000000001
100KB,100000,buddy,0.3543394999999805,0.6560055999999861
100KB,100000,buddy,0.7794467000000225,0.10813439999998309
100KB,100000,buddy,0.17980659999997783,0.11151259999999752
100KB,100000,buddy,1.1593928000000062,0.3482629000000088
100KB,100000,buddy,0.7228135000000009,0.04232149999998569
100KB,100000,buddy,0.5293877000000009,0.12185580000002005
100KB,100000,buddy,0.026499999999998636,0.042290500000007114
100KB,100000,buddy,0.024613799999997354,0.043370100000004186
100KB,100000,buddy,0.026811900000012656,0.040847999999982676
100KB,100000,buddy,0.03557920000000081,0.041270600000018476
100KB,100000,buddy,0.028093799999993507,0.04481020000000058
100KB,100000,buddy,0.02763790000000199,0.052659900000008975
100KB,100000,buddy,0.030477699999977403,0.14594660000000204
100KB,100000,buddy,0.19529289999999833,0.044233499999990045
100KB,100000,buddy,0.6039782999999943,0.12643860000000018
