file_label,file_size_bytes,strategy,c,l,ingest_time_s,download_time_s
1MB,1000000,min_copysets,4,2,1.404513599933125,0.7823502001119778
1MB,1000000,min_copysets,4,2,1.3946630000136793,0.8189868000335991
1MB,1000000,min_copysets,4,2,1.399682000046596,0.8503117999061942
1MB,1000000,min_copysets,4,2,1.25596380000934,0.8487880000611767
1MB,1000000,min_copysets,4,2,1.4156589000485837,0.8132771999808028
1MB,1000000,min_copysets,4,2,1.4073424999369308,0.8079108000965789
1MB,1000000,min_copysets,4,2,1.3602661000331864,0.8578771000029519
1MB,1000000,min_copysets,4,2,1.3873311000643298,0.7559269999619573
1MB,1000000,min_copysets,4,2,1.368799600051716,0.8393895999761298
1MB,1000000,buddy,4,2,1.362197499955073,0.8235950999660417
1MB,1000000,buddy,4,2,1.3492111000232399,0.7869290999369696
1MB,1000000,buddy,4,2,1.443388200015761,0.8977920999750495
1MB,1000000,buddy,4,2,1.4035526999505237,0.7841326999478042
1MB,1000000,buddy,4,2,1.3686113000148907,0.8650326000060886
1MB,1000000,buddy,4,2,1.3923331999685615,0.7963863000040874
1MB,1000000,buddy,4,2,1.3533237999072298,0.8012556000612676
1MB,1000000,buddy,4,2,1.3842497000005096,0.8160732000833377
1MB,1000000,buddy,4,2,1.4097212000051513,0.7748498999280855
1MB,1000000,buddy,4,2,1.4680861999513581,0.8275029000360519
10MB,10000000,random,4,2,6.269136399962008,0.8719052000669762
10MB,10000000,random,4,2,6.507974400068633,0.917152600013651
10MB,10000000,random,4,2,6.360961599973962,0.9165236999979243
10MB,10000000,random,4,2,6.546360399923287,0.9000100999837741
10MB,10000000,random,4,2,6.440180700039491,0.8678863999666646
10MB,10000000,random,4,2,5.908302599913441,0.9408992000389844
10MB,10000000,random,4,2,5.6541791000636294,0.8041221000021324
10MB,10000000,random,4,2,6.3169286999618635,0.8738212999887764
10MB,10000000,random,4,2,6.6740144999930635,0.928546900046058
10MB,10000000,random,4,2,6.598572000046261,0.865587400039658
10MB,10000000,min_copysets,4,2,6.602127999998629,0.896870999946259
10MB,10000000,min_copysets,4,2,6.381792900036089,0.9182614999590442
10MB,10000000,min_copysets,4,2,6.5650182999670506,0.9717443999834359
10MB,10000000,min_copysets,4,2,6.554132699966431,0.9170299000106752
10MB,10000000,min_copysets,4,2,6.583378700073808,0.9058294999413192
10MB,10000000,min_copysets,4,2,6.520636799978092,0.9385137000354007
10MB,10000000,min_copysets,4,2,6.553188499994576,0.9314546999521554
10MB,10000000,min_copysets,4,2,7.309448000043631,0.9065200999611989
10MB,10000000,min_copysets,4,2,6.380067300051451,0.8973482999717817
10MB,10000000,min_copysets,4,2,6.542982299928553,0.8254579999484122
10MB,10000000,buddy,4,2,6.289030999992974,0.9112843000330031
10MB,10000000,buddy,4,2,6.492579199955799,0.8962501999922097
10MB,10000000,buddy,4,2,7.2715470000403,1.0707910999190062
10MB,10000000,buddy,4,2,7.118545199977234,1.0246367000509053
10MB,10000000,buddy,4,2,6.850841400097124,0.9867653000401333
10MB,10000000,buddy,4,2,7.098952499916777,1.0131566000636667
10MB,10000000,buddy,4,2,6.0330057999817654,0.909745900076814
10MB,10000000,buddy,4,2,6.855933699989691,0.9195505999960005
10MB,10000000,buddy,4,2,7.340515099931508,0.9485875000245869
10MB,10000000,buddy,4,2,6.846856500022113,1.0118846000405028
100MB,100000000,random,4,2,61.28942210006062,1.5675269999774173
100MB,100000000,random,4,2,63.28481840004679,1.8830123998923227
100MB,100000000,random,4,2,62.13148280000314,1.9269465999677777
100MB,100000000,random,4,2,54.30548690003343,1.7748836000682786
100MB,100000000,random,4,2,61.1901799000334,1.854575700010173
100MB,100000000,random,4,2,54.01084409991745,1.723578599980101
100MB,100000000,random,4,2,63.52291099994909,1.6716370000503957
100MB,100000000,random,4,2,62.03090729995165,1.7486059000948444
100MB,100000000,random,4,2,63.232227899949066,1.8041695000138134
100MB,100000000,random,4,2,61.111712599988095,1.7354959999211133
100MB,100000000,min_copysets,4,2,55.49395999999251,1.7555000999709591
100MB,100000000,min_copysets,4,2,58.287552100024186,1.7678378999698907
100MB,100000000,min_copysets,4,2,50.241025299998,1.735216600005515
100MB,100000000,min_copysets,4,2,55.99409190006554,1.7062272999901325
100MB,100000000,min_copysets,4,2,56.97993889998179,1.660142399952747
100MB,100000000,min_copysets,4,2,57.14950769999996,1.8250496999826282
100MB,100000000,min_copysets,4,2,61.510810200008564,1.7961350000696257
100MB,100000000,min_copysets,4,2,55.62864090001676,1.7750632999232039
100MB,100000000,min_copysets,4,2,61.73971190000884,1.6666750999866053
100MB,100000000,min_copysets,4,2,62.61480290000327,1.6984760999912396
100MB,100000000,buddy,4,2,57.1694990999531,1.7580424000043422
100MB,100000000,buddy,4,2,56.92514110007323,1.6822008000453934
100MB,100000000,buddy,4,2,55.498234499944374,1.8020080999704078
100MB,100000000,buddy,4,2,56.60674379998818,1.731099299970083
100MB,100000000,buddy,4,2,56.41884900000878,1.7232446999987587
100MB,100000000,buddy,4,2,62.93361750000622,1.7332318000262603
100MB,100000000,buddy,4,2,62.02257430006284,1.6933888000203297
100MB,100000000,buddy,4,2,65.51807900005952,1.7844423999777064
100MB,100000000,buddy,4,2,57.74143309995998,1.7831773000070825
100MB,100000000,buddy,4,2,55.26631820003968,1.615194300073199
